,name,id,interval,products,bbox,self_link,quads_link,tiles_link
19,global_monthly_2017_08_mosaic,6cb7952f-f365-475e-8e43-8f7798a0f4cd,1 mon,"['PSScene', 'REOrthoTile']","[-180, -56, 180, 76]",https://api.planet.com/basemaps/v1/mosaics/6cb7952f-f365-475e-8e43-8f7798a0f4cd?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/6cb7952f-f365-475e-8e43-8f7798a0f4cd/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/global_monthly_2017_08_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
20,global_monthly_2017_09_mosaic,20f3b8f0-bcf2-4497-a4b3-6f1ac51bc63c,1 mon,"['PSScene', 'REOrthoTile']","[-180, -60, 180, 76]",https://api.planet.com/basemaps/v1/mosaics/20f3b8f0-bcf2-4497-a4b3-6f1ac51bc63c?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/20f3b8f0-bcf2-4497-a4b3-6f1ac51bc63c/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/global_monthly_2017_09_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
21,global_monthly_2017_10_mosaic,15118769-14c3-410a-b4ab-aa247b02e4ad,1 mon,"['PSScene', 'REOrthoTile']","[-180, -57, 180, 76]",https://api.planet.com/basemaps/v1/mosaics/15118769-14c3-410a-b4ab-aa247b02e4ad?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/15118769-14c3-410a-b4ab-aa247b02e4ad/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/global_monthly_2017_10_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
22,global_monthly_2017_11_mosaic,af07deed-ed16-469e-9a41-a886c43df825,1 mon,"['PSScene', 'REOrthoTile']","[-180, -57, 180, 70]",https://api.planet.com/basemaps/v1/mosaics/af07deed-ed16-469e-9a41-a886c43df825?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/af07deed-ed16-469e-9a41-a886c43df825/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/global_monthly_2017_11_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
23,global_monthly_2017_12_mosaic,889874a4-c9fb-49b4-b696-fa1cc92f1808,1 mon,"['PSScene', 'REOrthoTile']","[-180, -57, 180, 62]",https://api.planet.com/basemaps/v1/mosaics/889874a4-c9fb-49b4-b696-fa1cc92f1808?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/889874a4-c9fb-49b4-b696-fa1cc92f1808/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/global_monthly_2017_12_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
24,global_monthly_2018_01_mosaic,48bd68d0-011d-4d00-92f5-ffce9432cda8,1 mon,"['PSScene', 'REOrthoTile']","[-180, -57, 180, 68]",https://api.planet.com/basemaps/v1/mosaics/48bd68d0-011d-4d00-92f5-ffce9432cda8?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/48bd68d0-011d-4d00-92f5-ffce9432cda8/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/global_monthly_2018_01_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
25,global_monthly_2018_02_mosaic,b03cedd7-a2c8-4c12-a273-a70557592d89,1 mon,[''],"[-180, -85.051129, 180, 85.051129]",https://api.planet.com/basemaps/v1/mosaics/b03cedd7-a2c8-4c12-a273-a70557592d89?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/b03cedd7-a2c8-4c12-a273-a70557592d89/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/global_monthly_2018_02_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
26,global_monthly_2018_03_mosaic,0d8ee4dc-68de-4dd0-94be-34261e5b46c8,1 mon,[''],"[-180, -85.051129, 180, 85.051129]",https://api.planet.com/basemaps/v1/mosaics/0d8ee4dc-68de-4dd0-94be-34261e5b46c8?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/0d8ee4dc-68de-4dd0-94be-34261e5b46c8/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/global_monthly_2018_03_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
27,global_monthly_2018_04_mosaic,f5d535a8-3709-4198-a867-e6106c35e9a7,1 mon,"['PSScene', 'REOrthoTile']","[-180, -56, 180, 76]",https://api.planet.com/basemaps/v1/mosaics/f5d535a8-3709-4198-a867-e6106c35e9a7?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/f5d535a8-3709-4198-a867-e6106c35e9a7/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/global_monthly_2018_04_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
28,global_monthly_2018_05_mosaic,a2c10c23-54c1-45e1-8a0a-50b83cfc3d77,1 mon,"['PSScene', 'REOrthoTile']","[-180, -56, 180, 76]",https://api.planet.com/basemaps/v1/mosaics/a2c10c23-54c1-45e1-8a0a-50b83cfc3d77?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/a2c10c23-54c1-45e1-8a0a-50b83cfc3d77/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/global_monthly_2018_05_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
29,global_monthly_2018_06_mosaic,5ca2b36f-3b56-462f-8940-957aad9bc56e,1 mon,"['PSScene', 'REOrthoTile']","[-180, -56, 180, 76]",https://api.planet.com/basemaps/v1/mosaics/5ca2b36f-3b56-462f-8940-957aad9bc56e?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/5ca2b36f-3b56-462f-8940-957aad9bc56e/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/global_monthly_2018_06_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
30,global_monthly_2018_07_mosaic,b4e69c91-e648-4877-95ad-b11a24861c06,1 mon,"['PSScene', 'REOrthoTile']","[-180, -55.973798, 180, 76.016094]",https://api.planet.com/basemaps/v1/mosaics/b4e69c91-e648-4877-95ad-b11a24861c06?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/b4e69c91-e648-4877-95ad-b11a24861c06/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/global_monthly_2018_07_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
31,global_monthly_2018_08_mosaic,513bc1c8-25b3-4dee-b80c-cdc8e4b2099a,1 mon,"['PSScene', 'REOrthoTile']","[-180, -56.072035, 180, 76.016094]",https://api.planet.com/basemaps/v1/mosaics/513bc1c8-25b3-4dee-b80c-cdc8e4b2099a?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/513bc1c8-25b3-4dee-b80c-cdc8e4b2099a/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/global_monthly_2018_08_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
32,global_monthly_2018_09_mosaic,b5faab43-36c1-44e3-812d-f51948c9ffe2,1 mon,"['PSScene', 'REOrthoTile']","[-180, -56.072035, 180, 76.016094]",https://api.planet.com/basemaps/v1/mosaics/b5faab43-36c1-44e3-812d-f51948c9ffe2?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/b5faab43-36c1-44e3-812d-f51948c9ffe2/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/global_monthly_2018_09_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
33,global_monthly_2018_10_mosaic,28be1b87-3bda-4644-b087-e39c141e2634,1 mon,"['PSScene', 'REOrthoTile']","[-180, -56.559482, 180, 76.016094]",https://api.planet.com/basemaps/v1/mosaics/28be1b87-3bda-4644-b087-e39c141e2634?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/28be1b87-3bda-4644-b087-e39c141e2634/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/global_monthly_2018_10_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
34,global_monthly_2018_11_mosaic,f876dcf1-e4ad-4624-85b0-e5a222caadf0,1 mon,"['PSScene', 'REOrthoTile']","[-180, -56.36525, 180, 66.722541]",https://api.planet.com/basemaps/v1/mosaics/f876dcf1-e4ad-4624-85b0-e5a222caadf0?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/f876dcf1-e4ad-4624-85b0-e5a222caadf0/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/global_monthly_2018_11_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
35,global_monthly_2018_12_mosaic,d9264bbc-a677-4828-8493-467558cb348d,1 mon,"['PSScene', 'REOrthoTile']","[-180, -56.170023, 180, 57.984808]",https://api.planet.com/basemaps/v1/mosaics/d9264bbc-a677-4828-8493-467558cb348d?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/d9264bbc-a677-4828-8493-467558cb348d/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/global_monthly_2018_12_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
36,global_monthly_2019_01_mosaic,b9a1ee8a-190c-45cd-bb1a-fe136db118f2,1 mon,"['PSScene', 'REOrthoTile']","[-180, -56.072035, 180, 61.438767]",https://api.planet.com/basemaps/v1/mosaics/b9a1ee8a-190c-45cd-bb1a-fe136db118f2?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/b9a1ee8a-190c-45cd-bb1a-fe136db118f2/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/global_monthly_2019_01_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
37,global_monthly_2019_02_mosaic,14154e5d-0ff0-48af-8ee7-5303f80e98a4,1 mon,"['PSScene', 'REOrthoTile']","[-180, -56.656226, 180, 72.235514]",https://api.planet.com/basemaps/v1/mosaics/14154e5d-0ff0-48af-8ee7-5303f80e98a4?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/14154e5d-0ff0-48af-8ee7-5303f80e98a4/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/global_monthly_2019_02_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
38,global_monthly_2019_03_mosaic,af953970-7189-473a-8e26-24397577eaa2,1 mon,"['PSScene', 'REOrthoTile']","[-179.999999974944, -56.072035466496, 179.999999975056, 76.016093660188]",https://api.planet.com/basemaps/v1/mosaics/af953970-7189-473a-8e26-24397577eaa2?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8,"https://api.planet.com/basemaps/v1/mosaics/af953970-7189-473a-8e26-24397577eaa2/quads?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8&bbox={lx},{ly},{ux},{uy}",https://tiles.planet.com/basemaps/v1/planet-tiles/global_monthly_2019_03_mosaic/gmap/{z}/{x}/{y}.png?api_key=PLAK8e88c39260c445b182ba0d54e535d5f8
